All Method Calls (3000)

<gnu.trove.TIterator; moveToNextIndex[]; void; gnu.trove.THashIterator; next[]; V; null; this>
<gnu.trove.THash; computeMaxSize[int]; void; gnu.trove.THash; postInsertHook[boolean]; void; null; this>
<gnu.trove.THash; capacity[]; int; gnu.trove.THash; postInsertHook[boolean]; void; null; this>
<gnu.trove.THash; capacity[]; int; gnu.trove.THash; calculateGrownCapacity[]; int; null; this>
<java.io.DataOutput; writeByte[int]; void; gnu.trove.THash; writeExternal[java.io.ObjectOutput]; void; null; out>
<java.io.DataOutput; writeFloat[float]; void; gnu.trove.THash; writeExternal[java.io.ObjectOutput]; void; null; out>
<java.io.DataOutput; writeFloat[float]; void; gnu.trove.THash; writeExternal[java.io.ObjectOutput]; void; null; out>
<java.io.DataInput; readByte[]; byte; gnu.trove.THash; readExternal[java.io.ObjectInput]; void; null; in>
<java.io.DataInput; readFloat[]; float; gnu.trove.THash; readExternal[java.io.ObjectInput]; void; null; in>
<java.io.DataInput; readFloat[]; float; gnu.trove.THash; readExternal[java.io.ObjectInput]; void; null; in>
<gnu.trove.THash; setUp[int]; int; gnu.trove.THash; readExternal[java.io.ObjectInput]; void; null; this>
<java.lang.Math; ceil[double]; double; gnu.trove.THash; readExternal[java.io.ObjectInput]; void; null; Math>
<gnu.trove.THash; size[]; int; gnu.trove.TPrimitiveIterator; nextIndex[]; int; null; _hash>
<java.lang.Object; clone[]; java.lang.Object[]; gnu.trove.TObjectHash; clone[]; gnu.trove.TObjectHash<T>; null; this._set>
<java.util.Arrays; fill[java.lang.Object[], java.lang.Object]; void; gnu.trove.TObjectHash; setUp[int]; int; null; Arrays>
<gnu.trove.TObjectProcedure; execute[T]; boolean; gnu.trove.TObjectHash; forEach[gnu.trove.TObjectProcedure<T>]; boolean; null; procedure>
<gnu.trove.TObjectHash; index[T]; int; gnu.trove.TObjectHash; contains[java.lang.Object]; boolean; null; this>
<gnu.trove.TObjectHashingStrategy; computeHashCode[T]; int; gnu.trove.TObjectHash; index[T]; int; null; hashing_strategy>
<gnu.trove.TObjectHashingStrategy; equals[T, T]; boolean; gnu.trove.TObjectHash; index[T]; int; null; hashing_strategy>
<gnu.trove.TObjectHashingStrategy; equals[T, T]; boolean; gnu.trove.TObjectHash; index[T]; int; null; _hashingStrategy>
<gnu.trove.TObjectHashingStrategy; computeHashCode[T]; int; gnu.trove.TObjectHash; insertionIndex[T]; int; null; hashing_strategy>
<gnu.trove.TObjectHashingStrategy; equals[T, T]; boolean; gnu.trove.TObjectHash; insertionIndex[T]; int; null; hashing_strategy>
<gnu.trove.TObjectHashingStrategy; equals[T, T]; boolean; gnu.trove.TObjectHash; insertionIndex[T]; int; null; hashing_strategy>
<gnu.trove.TObjectHashingStrategy; equals[T, T]; boolean; gnu.trove.TObjectHash; insertionIndex[T]; int; null; hashing_strategy>
<java.lang.Object; hashCode[]; int; gnu.trove.TObjectHash; computeHashCode[T]; int; null; o>
<java.lang.Object; equals[java.lang.Object]; boolean; gnu.trove.TObjectHash; equals[T, T]; boolean; null; o1>
<java.io.DataOutput; writeByte[int]; void; gnu.trove.TObjectHash; writeExternal[java.io.ObjectOutput]; void; null; out>
<java.io.ObjectOutput; writeObject[java.lang.Object]; void; gnu.trove.TObjectHash; writeExternal[java.io.ObjectOutput]; void; null; out>
<java.io.ObjectOutput; writeObject[java.lang.Object]; void; gnu.trove.TObjectHash; writeExternal[java.io.ObjectOutput]; void; null; out>
<java.io.DataInput; readByte[]; byte; gnu.trove.TObjectHash; readExternal[java.io.ObjectInput]; void; null; in>
<java.io.ObjectInput; readObject[]; java.lang.Object; gnu.trove.TObjectHash; readExternal[java.io.ObjectInput]; void; null; in>
<gnu.trove.TPrimitiveHash; setUp[int]; int; gnu.trove.TPrimitiveHash; TPrimitiveHash[int, float]; void; null; this>
<gnu.trove.HashFunctions; fastCeil[float]; int; gnu.trove.TPrimitiveHash; TPrimitiveHash[int, float]; void; null; HashFunctions>
<java.lang.Object; clone[]; byte[]; gnu.trove.TPrimitiveHash; clone[]; java.lang.Object; null; this._states>
<java.util.Collection; size[]; int; gnu.trove.THashSet; THashSet[java.util.Collection<? extends E>]; void; null; collection>
<gnu.trove.THashSet; addAll[java.util.Collection<? extends E>]; boolean; gnu.trove.THashSet; THashSet[java.util.Collection<? extends E>]; void; null; this>
<java.util.Collection; size[]; int; gnu.trove.THashSet; THashSet[java.util.Collection<? extends E>, gnu.trove.TObjectHashingStrategy<E>]; void; null; collection>
<gnu.trove.THashSet; addAll[java.util.Collection<? extends E>]; boolean; gnu.trove.THashSet; THashSet[java.util.Collection<? extends E>, gnu.trove.TObjectHashingStrategy<E>]; void; null; this>
<gnu.trove.TObjectHash; insertionIndex[E]; int; gnu.trove.THashSet; add[E]; boolean; null; this>
<gnu.trove.THash; postInsertHook[boolean]; void; gnu.trove.THashSet; add[E]; boolean; null; this>
<java.util.Set; size[]; int; gnu.trove.THashSet; equals[java.lang.Object]; boolean; null; that>
<gnu.trove.THash; size[]; int; gnu.trove.THashSet; equals[java.lang.Object]; boolean; null; this>
<gnu.trove.THashSet; containsAll[java.util.Collection<?>]; boolean; gnu.trove.THashSet; equals[java.lang.Object]; boolean; null; this>
<gnu.trove.TObjectHash; forEach[gnu.trove.TObjectProcedure<E>]; boolean; gnu.trove.THashSet; hashCode[]; int; null; this>
<gnu.trove.THashSet$HashProcedure; getHashCode[]; int; gnu.trove.THashSet; hashCode[]; int; null; p>
<gnu.trove.TObjectHashingStrategy; computeHashCode[E]; int; gnu.trove.THashSet.HashProcedure; execute[E]; boolean; null; _hashingStrategy>
<java.util.Arrays; fill[java.lang.Object[], java.lang.Object]; void; gnu.trove.THashSet; rehash[int]; void; null; Arrays>
<gnu.trove.TObjectHash; insertionIndex[E]; int; gnu.trove.THashSet; rehash[int]; void; null; this>
<gnu.trove.TObjectHash; throwObjectContractViolation[java.lang.Object, java.lang.Object]; void; gnu.trove.THashSet; rehash[int]; void; null; this>
<gnu.trove.THash; size[]; int; gnu.trove.THashSet; toArray[]; java.lang.Object[]; null; this>
<gnu.trove.TObjectHash; forEach[gnu.trove.TObjectProcedure<E>]; boolean; gnu.trove.THashSet; toArray[]; java.lang.Object[]; null; this>
<gnu.trove.THash; size[]; int; gnu.trove.THashSet; toArray[T[]]; T[]; null; this>
<java.lang.reflect.Array; newInstance[java.lang.Class<?>, int]; java.lang.Object; gnu.trove.THashSet; toArray[T[]]; T[]; null; Array>
<java.lang.Class; getComponentType[]; java.lang.Class<?>; gnu.trove.THashSet; toArray[T[]]; T[]; null; a.getClass()>
<java.lang.Object; getClass[]; java.lang.Class<? extends java.lang.Object[]>; gnu.trove.THashSet; toArray[T[]]; T[]; getComponentType[]; a>
<gnu.trove.TObjectHash; forEach[gnu.trove.TObjectProcedure<E>]; boolean; gnu.trove.THashSet; toArray[T[]]; T[]; null; this>
<java.util.Arrays; fill[java.lang.Object[], int, int, java.lang.Object]; void; gnu.trove.THashSet; clear[]; void; null; Arrays>
<gnu.trove.TObjectHash; index[E]; int; gnu.trove.THashSet; remove[java.lang.Object]; boolean; null; this>
<gnu.trove.TObjectHash; removeAt[int]; void; gnu.trove.THashSet; remove[java.lang.Object]; boolean; null; this>
<java.util.Collection; iterator[]; java.util.Iterator<>; gnu.trove.THashSet; containsAll[java.util.Collection<?>]; boolean; null; collection>
<java.util.Iterator; hasNext[]; boolean; gnu.trove.THashSet; containsAll[java.util.Collection<?>]; boolean; null; i>
<gnu.trove.TObjectHash; contains[java.lang.Object]; boolean; gnu.trove.THashSet; containsAll[java.util.Collection<?>]; boolean; null; this>
<java.util.Iterator; next[]; java.lang.Object; gnu.trove.THashSet; containsAll[java.util.Collection<?>]; boolean; null; i>
<java.util.Collection; size[]; int; gnu.trove.THashSet; addAll[java.util.Collection<? extends E>]; boolean; null; collection>
<gnu.trove.THash; ensureCapacity[int]; void; gnu.trove.THashSet; addAll[java.util.Collection<? extends E>]; boolean; null; this>
<java.util.Collection; iterator[]; java.util.Iterator<>; gnu.trove.THashSet; addAll[java.util.Collection<? extends E>]; boolean; null; collection>
<gnu.trove.THashSet; add[E]; boolean; gnu.trove.THashSet; addAll[java.util.Collection<? extends E>]; boolean; null; this>
<java.util.Iterator; next[]; ; gnu.trove.THashSet; addAll[java.util.Collection<? extends E>]; boolean; null; it>
<java.util.Collection; size[]; int; gnu.trove.THashSet; removeAll[java.util.Collection<?>]; boolean; null; collection>
<java.util.Collection; iterator[]; java.util.Iterator<>; gnu.trove.THashSet; removeAll[java.util.Collection<?>]; boolean; null; collection>
<gnu.trove.THashSet; remove[java.lang.Object]; boolean; gnu.trove.THashSet; removeAll[java.util.Collection<?>]; boolean; null; this>
<java.util.Iterator; next[]; java.lang.Object; gnu.trove.THashSet; removeAll[java.util.Collection<?>]; boolean; null; it>
<gnu.trove.THash; size[]; int; gnu.trove.THashSet; retainAll[java.util.Collection<?>]; boolean; null; this>
<gnu.trove.THashSet; iterator[]; java.util.Iterator<E>; gnu.trove.THashSet; retainAll[java.util.Collection<?>]; boolean; null; this>
<java.util.Collection; contains[java.lang.Object]; boolean; gnu.trove.THashSet; retainAll[java.util.Collection<?>]; boolean; null; collection>
<java.util.Iterator; next[]; java.lang.Object; gnu.trove.THashSet; retainAll[java.util.Collection<?>]; boolean; null; it>
<java.util.Iterator; remove[]; void; gnu.trove.THashSet; retainAll[java.util.Collection<?>]; boolean; null; it>
<gnu.trove.TObjectHash; forEach[gnu.trove.TObjectProcedure<E>]; boolean; gnu.trove.THashSet; toString[]; java.lang.String; null; this>
<java.lang.StringBuilder; append[java.lang.String]; java.lang.StringBuilder; java.lang.Object; execute[java.lang.Object]; boolean; null; buf>
<java.lang.StringBuilder; append[java.lang.Object]; java.lang.StringBuilder; java.lang.Object; execute[java.lang.Object]; boolean; null; buf>
<java.lang.StringBuilder; append[java.lang.String]; java.lang.StringBuilder; gnu.trove.THashSet; toString[]; java.lang.String; null; buf>
<java.lang.StringBuilder; toString[]; java.lang.String; gnu.trove.THashSet; toString[]; java.lang.String; null; buf>
<java.io.DataOutput; writeByte[int]; void; gnu.trove.THashSet; writeExternal[java.io.ObjectOutput]; void; null; out>
<java.io.DataOutput; writeInt[int]; void; gnu.trove.THashSet; writeExternal[java.io.ObjectOutput]; void; null; out>
<gnu.trove.TObjectHash; forEach[gnu.trove.TObjectProcedure<E>]; boolean; gnu.trove.THashSet; writeExternal[java.io.ObjectOutput]; void; null; this>
<java.io.DataInput; readByte[]; byte; gnu.trove.THashSet; readExternal[java.io.ObjectInput]; void; null; in>
<java.io.DataInput; readInt[]; int; gnu.trove.THashSet; readExternal[java.io.ObjectInput]; void; null; in>
<gnu.trove.TObjectHash; setUp[int]; int; gnu.trove.THashSet; readExternal[java.io.ObjectInput]; void; null; this>
<java.io.ObjectInput; readObject[]; java.lang.Object; gnu.trove.THashSet; readExternal[java.io.ObjectInput]; void; null; in>
<gnu.trove.THashSet; add[E]; boolean; gnu.trove.THashSet; readExternal[java.io.ObjectInput]; void; null; this>
<java.lang.StringBuilder; append[java.lang.String]; java.lang.StringBuilder; gnu.trove.benchmark.Result; toString[]; java.lang.String; null; b>
<gnu.trove.benchmark.Result; getDescription[]; java.lang.String; gnu.trove.benchmark.Result; toString[]; java.lang.String; null; this>
<java.lang.StringBuilder; append[java.lang.String]; java.lang.StringBuilder; gnu.trove.benchmark.Result; toString[]; java.lang.String; null; b>
<gnu.trove.benchmark.Result; getIterations[]; int; gnu.trove.benchmark.Result; toString[]; java.lang.String; null; this>
<java.lang.StringBuilder; append[java.lang.String]; java.lang.StringBuilder; gnu.trove.benchmark.Result; toString[]; java.lang.String; null; b>
<gnu.trove.benchmark.Result; getTheirs[]; long; gnu.trove.benchmark.Result; toString[]; java.lang.String; null; this>
<java.lang.StringBuilder; append[java.lang.String]; java.lang.StringBuilder; gnu.trove.benchmark.Result; toString[]; java.lang.String; null; b>
<gnu.trove.benchmark.Result; getOurs[]; long; gnu.trove.benchmark.Result; toString[]; java.lang.String; null; this>
<java.lang.StringBuilder; append[java.lang.String]; java.lang.StringBuilder; gnu.trove.benchmark.Result; toString[]; java.lang.String; null; b>
<gnu.trove.benchmark.Result; getTheirAvg[]; long; gnu.trove.benchmark.Result; toString[]; java.lang.String; null; this>
<java.lang.StringBuilder; append[java.lang.String]; java.lang.StringBuilder; gnu.trove.benchmark.Result; toString[]; java.lang.String; null; b>
<gnu.trove.benchmark.Result; getOurAvg[]; long; gnu.trove.benchmark.Result; toString[]; java.lang.String; null; this>
<java.lang.StringBuilder; toString[]; java.lang.String; gnu.trove.benchmark.Result; toString[]; java.lang.String; null; b>
<gnu.trove.benchmark.Operation; getIterationCount[]; int; gnu.trove.benchmark.Repeater; Repeater[gnu.trove.benchmark.Operation]; void; null; o>
<gnu.trove.benchmark.Repeater; theirs[]; long; gnu.trove.benchmark.Repeater; run[]; gnu.trove.benchmark.Result; null; this>
<gnu.trove.benchmark.Repeater; ours[]; long; gnu.trove.benchmark.Repeater; run[]; gnu.trove.benchmark.Result; null; this>
<gnu.trove.benchmark.Result; setTheirs[long]; void; gnu.trove.benchmark.Repeater; run[]; gnu.trove.benchmark.Result; null; r>
<gnu.trove.benchmark.Result; setOurs[long]; void; gnu.trove.benchmark.Repeater; run[]; gnu.trove.benchmark.Result; null; r>
<gnu.trove.benchmark.Result; setIterations[int]; void; gnu.trove.benchmark.Repeater; run[]; gnu.trove.benchmark.Result; null; r>
<gnu.trove.benchmark.Result; setDescription[java.lang.String]; void; gnu.trove.benchmark.Repeater; run[]; gnu.trove.benchmark.Result; null; r>
<java.lang.Object; toString[]; java.lang.String; gnu.trove.benchmark.Repeater; run[]; gnu.trove.benchmark.Result; null; _operation>
<java.lang.System; currentTimeMillis[]; long; gnu.trove.benchmark.Repeater; theirs[]; long; null; System>
<gnu.trove.benchmark.Operation; theirs[]; void; gnu.trove.benchmark.Repeater; theirs[]; long; null; _operation>
<java.lang.System; currentTimeMillis[]; long; gnu.trove.benchmark.Repeater; theirs[]; long; null; System>
<java.lang.System; currentTimeMillis[]; long; gnu.trove.benchmark.Repeater; ours[]; long; null; System>
<gnu.trove.benchmark.Operation; ours[]; void; gnu.trove.benchmark.Repeater; ours[]; long; null; _operation>
<java.lang.System; currentTimeMillis[]; long; gnu.trove.benchmark.Repeater; ours[]; long; null; System>
<gnu.trove.benchmark.MemoryUsage$Creator; create[]; java.lang.Object; gnu.trove.benchmark.MemoryUsage; sizeOf[gnu.trove.benchmark.MemoryUsage.Creator]; long; null; c>
<gnu.trove.benchmark.MemoryUsage; getUsedMemory[]; long; gnu.trove.benchmark.MemoryUsage; sizeOf[gnu.trove.benchmark.MemoryUsage.Creator]; long; null; this>
<gnu.trove.benchmark.MemoryUsage$Creator; create[]; java.lang.Object; gnu.trove.benchmark.MemoryUsage; sizeOf[gnu.trove.benchmark.MemoryUsage.Creator]; long; null; c>
<gnu.trove.benchmark.MemoryUsage; getUsedMemory[]; long; gnu.trove.benchmark.MemoryUsage; sizeOf[gnu.trove.benchmark.MemoryUsage.Creator]; long; null; this>
<java.lang.Math; round[float]; int; gnu.trove.benchmark.MemoryUsage; sizeOf[gnu.trove.benchmark.MemoryUsage.Creator]; long; null; Math>
<java.lang.Throwable; printStackTrace[]; void; gnu.trove.benchmark.MemoryUsage; sizeOf[gnu.trove.benchmark.MemoryUsage.Creator]; long; null; e>
<gnu.trove.benchmark.MemoryUsage; gc[]; void; gnu.trove.benchmark.MemoryUsage; getUsedMemory[]; long; null; this>
<java.lang.Runtime; totalMemory[]; long; gnu.trove.benchmark.MemoryUsage; getUsedMemory[]; long; null; Runtime.getRuntime()>
<java.lang.Runtime; getRuntime[]; java.lang.Runtime; gnu.trove.benchmark.MemoryUsage; getUsedMemory[]; long; totalMemory[]; Runtime>
<gnu.trove.benchmark.MemoryUsage; gc[]; void; gnu.trove.benchmark.MemoryUsage; getUsedMemory[]; long; null; this>
<java.lang.Runtime; freeMemory[]; long; gnu.trove.benchmark.MemoryUsage; getUsedMemory[]; long; null; Runtime.getRuntime()>
<java.lang.Runtime; getRuntime[]; java.lang.Runtime; gnu.trove.benchmark.MemoryUsage; getUsedMemory[]; long; freeMemory[]; Runtime>
<java.lang.System; gc[]; void; gnu.trove.benchmark.MemoryUsage; gc[]; void; null; System>
<java.lang.Thread; sleep[long]; void; gnu.trove.benchmark.MemoryUsage; gc[]; void; null; Thread.currentThread()>
<java.lang.Thread; currentThread[]; java.lang.Thread; gnu.trove.benchmark.MemoryUsage; gc[]; void; sleep[long]; Thread>
<java.lang.System; runFinalization[]; void; gnu.trove.benchmark.MemoryUsage; gc[]; void; null; System>
<java.lang.Thread; sleep[long]; void; gnu.trove.benchmark.MemoryUsage; gc[]; void; null; Thread.currentThread()>
<java.lang.Thread; currentThread[]; java.lang.Thread; gnu.trove.benchmark.MemoryUsage; gc[]; void; sleep[long]; Thread>
<java.lang.System; gc[]; void; gnu.trove.benchmark.MemoryUsage; gc[]; void; null; System>
<java.lang.Thread; sleep[long]; void; gnu.trove.benchmark.MemoryUsage; gc[]; void; null; Thread.currentThread()>
<java.lang.Thread; currentThread[]; java.lang.Thread; gnu.trove.benchmark.MemoryUsage; gc[]; void; sleep[long]; Thread>
<java.lang.System; runFinalization[]; void; gnu.trove.benchmark.MemoryUsage; gc[]; void; null; System>
<java.lang.Thread; sleep[long]; void; gnu.trove.benchmark.MemoryUsage; gc[]; void; null; Thread.currentThread()>
<java.lang.Thread; currentThread[]; java.lang.Thread; gnu.trove.benchmark.MemoryUsage; gc[]; void; sleep[long]; Thread>
<java.lang.Throwable; printStackTrace[]; void; gnu.trove.benchmark.MemoryUsage; gc[]; void; null; e>
