All Method Calls (8837)

<java.util.Map; get[java.lang.Object]; java.lang.Object; org.sablecc.sablecc.ResolveProdTransformIds; caseAProd[org.sablecc.sablecc.node.AProd]; void; null; transformIds.astIds.names>
<org.sablecc.sablecc.lexer.Lexer; pushBack[int]; void; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; new14[int, int]; org.sablecc.sablecc.node.Token; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; pushBack[int]; void; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; new15[int, int]; org.sablecc.sablecc.node.Token; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; pushBack[int]; void; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; new16[int, int]; org.sablecc.sablecc.node.Token; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; pushBack[int]; void; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer$State; id[]; int; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; state>
<org.sablecc.sablecc.lexer.Lexer; new17[int, int]; org.sablecc.sablecc.node.Token; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; pushBack[int]; void; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; new18[int, int]; org.sablecc.sablecc.node.Token; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; pushBack[int]; void; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; new19[int, int]; org.sablecc.sablecc.node.Token; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; pushBack[int]; void; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; new20[int, int]; org.sablecc.sablecc.node.Token; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; pushBack[int]; void; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; new21[int, int]; org.sablecc.sablecc.node.Token; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; pushBack[int]; void; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; new22[int, int]; org.sablecc.sablecc.node.Token; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; pushBack[int]; void; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; new23[int, int]; org.sablecc.sablecc.node.Token; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; pushBack[int]; void; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; new24[int, int]; org.sablecc.sablecc.node.Token; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; pushBack[int]; void; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; new25[int, int]; org.sablecc.sablecc.node.Token; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; pushBack[int]; void; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; new26[int, int]; org.sablecc.sablecc.node.Token; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; pushBack[int]; void; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; new27[int, int]; org.sablecc.sablecc.node.Token; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; pushBack[int]; void; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; new28[int, int]; org.sablecc.sablecc.node.Token; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; pushBack[int]; void; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; new29[int, int]; org.sablecc.sablecc.node.Token; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; pushBack[int]; void; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; new30[int, int]; org.sablecc.sablecc.node.Token; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; pushBack[int]; void; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; new31[int, int]; org.sablecc.sablecc.node.Token; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; pushBack[int]; void; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; new32[int, int]; org.sablecc.sablecc.node.Token; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; pushBack[int]; void; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; new33[java.lang.String, int, int]; org.sablecc.sablecc.node.Token; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; getText[int]; java.lang.String; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; pushBack[int]; void; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; new34[java.lang.String, int, int]; org.sablecc.sablecc.node.Token; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; getText[int]; java.lang.String; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; pushBack[int]; void; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; new35[java.lang.String, int, int]; org.sablecc.sablecc.node.Token; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; getText[int]; java.lang.String; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; pushBack[int]; void; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; new36[java.lang.String, int, int]; org.sablecc.sablecc.node.Token; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; getText[int]; java.lang.String; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; pushBack[int]; void; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; new37[java.lang.String, int, int]; org.sablecc.sablecc.node.Token; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; getText[int]; java.lang.String; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; pushBack[int]; void; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; new38[java.lang.String, int, int]; org.sablecc.sablecc.node.Token; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; getText[int]; java.lang.String; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; pushBack[int]; void; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; new39[java.lang.String, int, int]; org.sablecc.sablecc.node.Token; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; getText[int]; java.lang.String; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<org.sablecc.sablecc.lexer.Lexer; pushBack[int]; void; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; this>
<java.lang.StringBuffer; length[]; int; org.sablecc.sablecc.lexer.Lexer; getToken[]; org.sablecc.sablecc.node.Token; null; text>
<java.io.PushbackReader; read[]; int; org.sablecc.sablecc.lexer.Lexer; getChar[]; int; null; in>
<java.lang.StringBuffer; length[]; int; org.sablecc.sablecc.lexer.Lexer; pushBack[int]; void; null; text>
<java.io.PushbackReader; unread[int]; void; org.sablecc.sablecc.lexer.Lexer; pushBack[int]; void; null; in>
<java.lang.StringBuffer; charAt[int]; char; org.sablecc.sablecc.lexer.Lexer; pushBack[int]; void; null; text>
<org.sablecc.sablecc.node.Token; getText[]; java.lang.String; org.sablecc.sablecc.lexer.Lexer; unread[org.sablecc.sablecc.node.Token]; void; null; token>
<java.lang.String; length[]; int; org.sablecc.sablecc.lexer.Lexer; unread[org.sablecc.sablecc.node.Token]; void; null; text>
<java.io.PushbackReader; unread[int]; void; org.sablecc.sablecc.lexer.Lexer; unread[org.sablecc.sablecc.node.Token]; void; null; in>
<java.lang.String; charAt[int]; char; org.sablecc.sablecc.lexer.Lexer; unread[org.sablecc.sablecc.node.Token]; void; null; text>
<org.sablecc.sablecc.node.Token; getPos[]; int; org.sablecc.sablecc.lexer.Lexer; unread[org.sablecc.sablecc.node.Token]; void; null; token>
<org.sablecc.sablecc.node.Token; getLine[]; int; org.sablecc.sablecc.lexer.Lexer; unread[org.sablecc.sablecc.node.Token]; void; null; token>
<java.lang.StringBuffer; append[char]; java.lang.StringBuffer; org.sablecc.sablecc.lexer.Lexer; getText[int]; java.lang.String; null; s>
<java.lang.StringBuffer; charAt[int]; char; org.sablecc.sablecc.lexer.Lexer; getText[int]; java.lang.String; null; text>
<java.lang.StringBuffer; toString[]; java.lang.String; org.sablecc.sablecc.lexer.Lexer; getText[int]; java.lang.String; null; s>
<java.lang.Class; getResourceAsStream[java.lang.String]; java.io.InputStream; org.sablecc.sablecc.lexer.Lexer.State; id[]; int; null; Lexer.class>
<java.io.DataInputStream; readInt[]; int; org.sablecc.sablecc.lexer.Lexer.State; id[]; int; null; s>
<java.io.DataInputStream; readInt[]; int; org.sablecc.sablecc.lexer.Lexer.State; id[]; int; null; s>
<java.io.DataInputStream; readInt[]; int; org.sablecc.sablecc.lexer.Lexer.State; id[]; int; null; s>
<java.io.DataInputStream; readInt[]; int; org.sablecc.sablecc.lexer.Lexer.State; id[]; int; null; s>
<java.io.DataInputStream; readInt[]; int; org.sablecc.sablecc.lexer.Lexer.State; id[]; int; null; s>
<java.io.DataInputStream; readInt[]; int; org.sablecc.sablecc.lexer.Lexer.State; id[]; int; null; s>
<java.io.DataInputStream; readInt[]; int; org.sablecc.sablecc.lexer.Lexer.State; id[]; int; null; s>
<java.io.FilterInputStream; close[]; void; org.sablecc.sablecc.lexer.Lexer.State; id[]; int; null; s>
<java.util.AbstractList; listIterator[]; java.util.ListIterator; org.sablecc.sablecc.parser.TokenIndex; caseEOF[org.sablecc.sablecc.node.EOF]; void; null; new LinkedList()>
<java.util.ListIterator; hasNext[]; boolean; org.sablecc.sablecc.parser.Parser; push[int, java.util.ArrayList]; void; null; stack>
<java.util.ListIterator; add[java.lang.Object]; void; org.sablecc.sablecc.parser.Parser; push[int, java.util.ArrayList]; void; null; stack>
<java.util.ListIterator; next[]; java.lang.Object; org.sablecc.sablecc.parser.Parser; push[int, java.util.ArrayList]; void; null; stack>
<org.sablecc.sablecc.parser.Parser; state[]; int; org.sablecc.sablecc.parser.Parser; goTo[int]; int; null; this>
<java.util.ListIterator; previous[]; java.lang.Object; org.sablecc.sablecc.parser.Parser; state[]; int; null; stack>
<java.util.ListIterator; next[]; java.lang.Object; org.sablecc.sablecc.parser.Parser; state[]; int; null; stack>
<java.util.ListIterator; previous[]; java.lang.Object; org.sablecc.sablecc.parser.Parser; pop[]; java.util.ArrayList; null; stack>
<org.sablecc.sablecc.node.Switchable; apply[org.sablecc.sablecc.node.Switch]; void; org.sablecc.sablecc.parser.Parser; index[org.sablecc.sablecc.node.Switchable]; int; null; token>
<org.sablecc.sablecc.parser.Parser; push[int, java.util.ArrayList]; void; org.sablecc.sablecc.parser.Parser; parse[]; org.sablecc.sablecc.node.Start; null; this>
<org.sablecc.sablecc.parser.Parser; index[org.sablecc.sablecc.node.Switchable]; int; org.sablecc.sablecc.parser.Parser; parse[]; org.sablecc.sablecc.node.Start; null; this>
<org.sablecc.sablecc.lexer.Lexer; peek[]; org.sablecc.sablecc.node.Token; org.sablecc.sablecc.parser.Parser; parse[]; org.sablecc.sablecc.node.Start; null; lexer>
<java.util.List; add[java.lang.Object]; boolean; org.sablecc.sablecc.parser.Parser; parse[]; org.sablecc.sablecc.node.Start; null; ign>
<org.sablecc.sablecc.lexer.Lexer; next[]; org.sablecc.sablecc.node.Token; org.sablecc.sablecc.parser.Parser; parse[]; org.sablecc.sablecc.node.Start; null; lexer>
<org.sablecc.sablecc.analysis.Analysis; setIn[org.sablecc.sablecc.node.Node, java.lang.Object]; void; org.sablecc.sablecc.parser.Parser; parse[]; org.sablecc.sablecc.node.Start; null; ignoredTokens>
<org.sablecc.sablecc.lexer.Lexer; peek[]; org.sablecc.sablecc.node.Token; org.sablecc.sablecc.parser.Parser; parse[]; org.sablecc.sablecc.node.Start; null; lexer>
<org.sablecc.sablecc.node.Token; getPos[]; int; org.sablecc.sablecc.parser.Parser; parse[]; org.sablecc.sablecc.node.Start; null; lexer.peek()>
<org.sablecc.sablecc.lexer.Lexer; peek[]; org.sablecc.sablecc.node.Token; org.sablecc.sablecc.parser.Parser; parse[]; org.sablecc.sablecc.node.Start; getPos[]; lexer>
<org.sablecc.sablecc.node.Token; getLine[]; int; org.sablecc.sablecc.parser.Parser; parse[]; org.sablecc.sablecc.node.Start; null; lexer.peek()>
<org.sablecc.sablecc.lexer.Lexer; peek[]; org.sablecc.sablecc.node.Token; org.sablecc.sablecc.parser.Parser; parse[]; org.sablecc.sablecc.node.Start; getLine[]; lexer>
<org.sablecc.sablecc.lexer.Lexer; peek[]; org.sablecc.sablecc.node.Token; org.sablecc.sablecc.parser.Parser; parse[]; org.sablecc.sablecc.node.Start; null; lexer>
<org.sablecc.sablecc.parser.Parser; index[org.sablecc.sablecc.node.Switchable]; int; org.sablecc.sablecc.parser.Parser; parse[]; org.sablecc.sablecc.node.Start; null; this>
<org.sablecc.sablecc.lexer.Lexer; peek[]; org.sablecc.sablecc.node.Token; org.sablecc.sablecc.parser.Parser; parse[]; org.sablecc.sablecc.node.Start; null; lexer>
<org.sablecc.sablecc.parser.Parser; state[]; int; org.sablecc.sablecc.parser.Parser; parse[]; org.sablecc.sablecc.node.Start; null; this>
<org.sablecc.sablecc.parser.Parser; state[]; int; org.sablecc.sablecc.parser.Parser; parse[]; org.sablecc.sablecc.node.Start; null; this>
<org.sablecc.sablecc.parser.Parser; state[]; int; org.sablecc.sablecc.parser.Parser; parse[]; org.sablecc.sablecc.node.Start; null; this>
<org.sablecc.sablecc.parser.Parser; state[]; int; org.sablecc.sablecc.parser.Parser; parse[]; org.sablecc.sablecc.node.Start; null; this>
<org.sablecc.sablecc.parser.Parser; state[]; int; org.sablecc.sablecc.parser.Parser; parse[]; org.sablecc.sablecc.node.Start; null; this>
<org.sablecc.sablecc.parser.Parser; state[]; int; org.sablecc.sablecc.parser.Parser; parse[]; org.sablecc.sablecc.node.Start; null; this>
<org.sablecc.sablecc.parser.Parser; state[]; int; org.sablecc.sablecc.parser.Parser; parse[]; org.sablecc.sablecc.node.Start; null; this>
<java.util.ArrayList; add[java.lang.Object]; boolean; org.sablecc.sablecc.parser.Parser; parse[]; org.sablecc.sablecc.node.Start; null; list>
<org.sablecc.sablecc.lexer.Lexer; next[]; org.sablecc.sablecc.node.Token; org.sablecc.sablecc.parser.Parser; parse[]; org.sablecc.sablecc.node.Start; null; lexer>
<org.sablecc.sablecc.parser.Parser; push[int, java.util.ArrayList]; void; org.sablecc.sablecc.parser.Parser; parse[]; org.sablecc.sablecc.node.Start; null; this>
<org.sablecc.sablecc.parser.Parser; new0[]; java.util.ArrayList; org.sablecc.sablecc.parser.Parser; parse[]; org.sablecc.sablecc.node.Start; null; this>
<org.sablecc.sablecc.parser.Parser; push[int, java.util.ArrayList]; void; org.sablecc.sablecc.parser.Parser; parse[]; org.sablecc.sablecc.node.Start; null; this>
<org.sablecc.sablecc.parser.Parser; goTo[int]; int; org.sablecc.sablecc.parser.Parser; parse[]; org.sablecc.sablecc.node.Start; null; this>
<org.sablecc.sablecc.parser.Parser; new1[]; java.util.ArrayList; org.sablecc.sablecc.parser.Parser; parse[]; org.sablecc.sablecc.node.Start; null; this>
<org.sablecc.sablecc.parser.Parser; push[int, java.util.ArrayList]; void; org.sablecc.sablecc.parser.Parser; parse[]; org.sablecc.sablecc.node.Start; null; this>
<org.sablecc.sablecc.parser.Parser; goTo[int]; int; org.sablecc.sablecc.parser.Parser; parse[]; org.sablecc.sablecc.node.Start; null; this>
<org.sablecc.sablecc.parser.Parser; new2[]; java.util.ArrayList; org.sablecc.sablecc.parser.Parser; parse[]; org.sablecc.sablecc.node.Start; null; this>
<org.sablecc.sablecc.parser.Parser; push[int, java.util.ArrayList]; void; org.sablecc.sablecc.parser.Parser; parse[]; org.sablecc.sablecc.node.Start; null; this>
<org.sablecc.sablecc.parser.Parser; goTo[int]; int; org.sablecc.sablecc.parser.Parser; parse[]; org.sablecc.sablecc.node.Start; null; this>
<org.sablecc.sablecc.parser.Parser; new3[]; java.util.ArrayList; org.sablecc.sablecc.parser.Parser; parse[]; org.sablecc.sablecc.node.Start; null; this>
<org.sablecc.sablecc.parser.Parser; push[int, java.util.ArrayList]; void; org.sablecc.sablecc.parser.Parser; parse[]; org.sablecc.sablecc.node.Start; null; this>
<org.sablecc.sablecc.parser.Parser; goTo[int]; int; org.sablecc.sablecc.parser.Parser; parse[]; org.sablecc.sablecc.node.Start; null; this>
