All Method Calls (7415)

<at.bestsolution.ext.swing.icon.SolidColoredIcon; addChangeListener[javax.swing.event.ChangeListener]; void; at.bestsolution.ext.swing.AlphaColorJButton; AlphaColorJButton[java.awt.Color, int, int, int, int]; void; null; fill_icon_>
<java.awt.Graphics2D; draw[java.awt.Shape]; void; at.bestsolution.ext.swing.dialog.PreviewPanel; paintComponent[java.awt.Graphics]; void; null; g>
<at.bestsolution.ext.swing.AlphaColorJButton; getColor[]; java.awt.Color; at.bestsolution.ext.swing.dialog.PreviewPanel; createGradient[]; void; null; button1_>
<at.bestsolution.ext.swing.AlphaColorJButton; getColor[]; java.awt.Color; at.bestsolution.ext.swing.dialog.PreviewPanel; createGradient[]; void; null; button2_>
<javax.swing.JComboBox; getSelectedIndex[]; int; at.bestsolution.ext.swing.dialog.PreviewPanel; createGradient[]; void; null; type_>
<javax.swing.JComboBox; getSelectedIndex[]; int; at.bestsolution.ext.swing.dialog.PreviewPanel; createGradient[]; void; null; repeat_>
<javax.swing.JComboBox; getSelectedIndex[]; int; at.bestsolution.ext.swing.dialog.PreviewPanel; createGradient[]; void; null; repeat_>
<javax.swing.JComboBox; getSelectedIndex[]; int; at.bestsolution.ext.swing.dialog.PreviewPanel; createGradient[]; void; null; repeat_>
<java.awt.geom.Point2D; distance[java.awt.geom.Point2D]; double; at.bestsolution.ext.swing.dialog.PreviewPanel; createGradient[]; void; null; JGradientChooser.CENTER_>
<javax.swing.JComboBox; getSelectedIndex[]; int; at.bestsolution.ext.swing.dialog.PreviewPanel; createGradient[]; void; null; repeat_>
<java.awt.geom.Point2D; distance[java.awt.geom.Point2D]; double; at.bestsolution.ext.swing.dialog.PreviewPanel; createGradient[]; void; null; JGradientChooser.CENTER_>
<java.awt.geom.Point2D; distance[java.awt.geom.Point2D]; double; at.bestsolution.ext.swing.dialog.PreviewPanel; createGradient[]; void; null; JGradientChooser.CENTER_>
<at.bestsolution.ext.swing.dialog.PreviewPanel; createGradient[]; void; at.bestsolution.ext.swing.dialog.PreviewPanel; stateChanged[javax.swing.event.ChangeEvent]; void; null; this>
<java.awt.Component; repaint[]; void; at.bestsolution.ext.swing.dialog.PreviewPanel; stateChanged[javax.swing.event.ChangeEvent]; void; null; this>
<javax.swing.event.ChangeListener; stateChanged[javax.swing.event.ChangeEvent]; void; at.bestsolution.ext.swing.dialog.PreviewPanel; stateChanged[javax.swing.event.ChangeEvent]; void; null; change_listener_>
<java.awt.event.ItemEvent; getStateChange[]; int; at.bestsolution.ext.swing.dialog.PreviewPanel; itemStateChanged[java.awt.event.ItemEvent]; void; null; e>
<at.bestsolution.ext.swing.dialog.PreviewPanel; createGradient[]; void; at.bestsolution.ext.swing.dialog.PreviewPanel; itemStateChanged[java.awt.event.ItemEvent]; void; null; this>
<java.awt.Component; repaint[]; void; at.bestsolution.ext.swing.dialog.PreviewPanel; itemStateChanged[java.awt.event.ItemEvent]; void; null; this>
<javax.swing.event.ChangeListener; stateChanged[javax.swing.event.ChangeEvent]; void; at.bestsolution.ext.swing.dialog.PreviewPanel; itemStateChanged[java.awt.event.ItemEvent]; void; null; change_listener_>
<at.bestsolution.ext.swing.icon.GradientIcon; addChangeListener[javax.swing.event.ChangeListener]; void; at.bestsolution.ext.swing.GradientJRadioButton; GradientJRadioButton[org.apache.batik.ext.awt.MultipleGradientPaint, int, int, int, int]; void; null; gradient_icon_>
<javax.swing.AbstractButton; setIcon[javax.swing.Icon]; void; at.bestsolution.ext.swing.GradientJRadioButton; GradientJRadioButton[org.apache.batik.ext.awt.MultipleGradientPaint, int, int, int, int]; void; null; this>
<javax.swing.AbstractButton; addActionListener[java.awt.event.ActionListener]; void; at.bestsolution.ext.swing.GradientJRadioButton; GradientJRadioButton[org.apache.batik.ext.awt.MultipleGradientPaint, int, int, int, int]; void; null; this>
<at.bestsolution.ext.swing.icon.GradientIcon; setGradient[org.apache.batik.ext.awt.MultipleGradientPaint]; void; at.bestsolution.ext.swing.GradientJRadioButton; GradientJRadioButton[at.bestsolution.ext.swing.icon.IIconFactory, java.lang.String, org.apache.batik.ext.awt.MultipleGradientPaint]; void; null; gradient_icon_>
<at.bestsolution.ext.swing.icon.IIconFactory; getGradientIcon[java.lang.String]; at.bestsolution.ext.swing.icon.GradientIcon; at.bestsolution.ext.swing.GradientJRadioButton; GradientJRadioButton[at.bestsolution.ext.swing.icon.IIconFactory, java.lang.String]; void; null; icon_provider>
<at.bestsolution.ext.swing.icon.GradientIcon; addChangeListener[javax.swing.event.ChangeListener]; void; at.bestsolution.ext.swing.GradientJRadioButton; GradientJRadioButton[at.bestsolution.ext.swing.icon.IIconFactory, java.lang.String]; void; null; gradient_icon_>
<javax.swing.AbstractButton; setIcon[javax.swing.Icon]; void; at.bestsolution.ext.swing.GradientJRadioButton; GradientJRadioButton[at.bestsolution.ext.swing.icon.IIconFactory, java.lang.String]; void; null; this>
<javax.swing.AbstractButton; addActionListener[java.awt.event.ActionListener]; void; at.bestsolution.ext.swing.GradientJRadioButton; GradientJRadioButton[at.bestsolution.ext.swing.icon.IIconFactory, java.lang.String]; void; null; this>
<javax.swing.AbstractButton; fireStateChanged[]; void; at.bestsolution.ext.swing.GradientJRadioButton; stateChanged[javax.swing.event.ChangeEvent]; void; null; this>
<java.awt.Component; repaint[]; void; at.bestsolution.ext.swing.GradientJRadioButton; stateChanged[javax.swing.event.ChangeEvent]; void; null; this>
<at.bestsolution.ext.swing.dialog.JGradientChooser; getInstance[]; at.bestsolution.ext.swing.dialog.JGradientChooser; at.bestsolution.ext.swing.GradientJRadioButton; actionPerformed[java.awt.event.ActionEvent]; void; null; JGradientChooser>
<java.awt.Dialog; setTitle[java.lang.String]; void; at.bestsolution.ext.swing.GradientJRadioButton; actionPerformed[java.awt.event.ActionEvent]; void; null; chooser>
<at.bestsolution.ext.swing.dialog.JGradientChooser; setChangeListenerIcon[javax.swing.event.ChangeListener]; void; at.bestsolution.ext.swing.GradientJRadioButton; actionPerformed[java.awt.event.ActionEvent]; void; null; chooser>
<java.awt.Dialog; show[]; void; at.bestsolution.ext.swing.GradientJRadioButton; actionPerformed[java.awt.event.ActionEvent]; void; null; chooser>
<at.bestsolution.ext.swing.icon.GradientIcon; getGradient[]; org.apache.batik.ext.awt.MultipleGradientPaint; at.bestsolution.ext.swing.GradientJRadioButton; getGradient[]; org.apache.batik.ext.awt.MultipleGradientPaint; null; gradient_icon_>
<at.bestsolution.ext.swing.icon.GradientIcon; addChangeListener[javax.swing.event.ChangeListener]; void; at.bestsolution.ext.swing.GradientJButton; GradientJButton[org.apache.batik.ext.awt.MultipleGradientPaint, int, int, int, int]; void; null; gradient_icon_>
<javax.swing.AbstractButton; setIcon[javax.swing.Icon]; void; at.bestsolution.ext.swing.GradientJButton; GradientJButton[org.apache.batik.ext.awt.MultipleGradientPaint, int, int, int, int]; void; null; this>
<javax.swing.AbstractButton; addActionListener[java.awt.event.ActionListener]; void; at.bestsolution.ext.swing.GradientJButton; GradientJButton[org.apache.batik.ext.awt.MultipleGradientPaint, int, int, int, int]; void; null; this>
<at.bestsolution.ext.swing.icon.GradientIcon; setGradient[org.apache.batik.ext.awt.MultipleGradientPaint]; void; at.bestsolution.ext.swing.GradientJButton; GradientJButton[at.bestsolution.ext.swing.icon.IIconFactory, java.lang.String, org.apache.batik.ext.awt.MultipleGradientPaint]; void; null; gradient_icon_>
<at.bestsolution.ext.swing.icon.IIconFactory; getGradientIcon[java.lang.String]; at.bestsolution.ext.swing.icon.GradientIcon; at.bestsolution.ext.swing.GradientJButton; GradientJButton[at.bestsolution.ext.swing.icon.IIconFactory, java.lang.String]; void; null; icon_provider>
<at.bestsolution.ext.swing.icon.GradientIcon; addChangeListener[javax.swing.event.ChangeListener]; void; at.bestsolution.ext.swing.GradientJButton; GradientJButton[at.bestsolution.ext.swing.icon.IIconFactory, java.lang.String]; void; null; gradient_icon_>
<javax.swing.AbstractButton; setIcon[javax.swing.Icon]; void; at.bestsolution.ext.swing.GradientJButton; GradientJButton[at.bestsolution.ext.swing.icon.IIconFactory, java.lang.String]; void; null; this>
<javax.swing.AbstractButton; addActionListener[java.awt.event.ActionListener]; void; at.bestsolution.ext.swing.GradientJButton; GradientJButton[at.bestsolution.ext.swing.icon.IIconFactory, java.lang.String]; void; null; this>
<javax.swing.AbstractButton; fireStateChanged[]; void; at.bestsolution.ext.swing.GradientJButton; stateChanged[javax.swing.event.ChangeEvent]; void; null; this>
<java.awt.Component; repaint[]; void; at.bestsolution.ext.swing.GradientJButton; stateChanged[javax.swing.event.ChangeEvent]; void; null; this>
<at.bestsolution.ext.swing.dialog.JGradientChooser; getInstance[]; at.bestsolution.ext.swing.dialog.JGradientChooser; at.bestsolution.ext.swing.GradientJButton; actionPerformed[java.awt.event.ActionEvent]; void; null; JGradientChooser>
<java.awt.Dialog; setTitle[java.lang.String]; void; at.bestsolution.ext.swing.GradientJButton; actionPerformed[java.awt.event.ActionEvent]; void; null; chooser>
<at.bestsolution.ext.swing.dialog.JGradientChooser; setChangeListenerIcon[javax.swing.event.ChangeListener]; void; at.bestsolution.ext.swing.GradientJButton; actionPerformed[java.awt.event.ActionEvent]; void; null; chooser>
<java.awt.Dialog; show[]; void; at.bestsolution.ext.swing.GradientJButton; actionPerformed[java.awt.event.ActionEvent]; void; null; chooser>
<at.bestsolution.ext.swing.icon.GradientIcon; setGradient[org.apache.batik.ext.awt.MultipleGradientPaint]; void; at.bestsolution.ext.swing.icon.GradientIcon; GradientIcon[org.apache.batik.ext.awt.MultipleGradientPaint, int, int, int, int]; void; null; this>
<org.apache.batik.ext.awt.MultipleGradientPaint; getFractions[]; float[]; at.bestsolution.ext.swing.icon.GradientIcon; paintIcon[java.awt.Component, java.awt.Graphics, int, int]; void; null; tmp_gradient>
<org.apache.batik.ext.awt.MultipleGradientPaint; getColors[]; java.awt.Color[]; at.bestsolution.ext.swing.icon.GradientIcon; paintIcon[java.awt.Component, java.awt.Graphics, int, int]; void; null; tmp_gradient>
<org.apache.batik.ext.awt.MultipleGradientPaint; getCycleMethod[]; org.apache.batik.ext.awt.MultipleGradientPaint.CycleMethodEnum; at.bestsolution.ext.swing.icon.GradientIcon; paintIcon[java.awt.Component, java.awt.Graphics, int, int]; void; null; tmp_gradient>
<java.awt.geom.Point2D; distance[java.awt.geom.Point2D]; double; at.bestsolution.ext.swing.icon.GradientIcon; paintIcon[java.awt.Component, java.awt.Graphics, int, int]; void; null; center>
<org.apache.batik.ext.awt.MultipleGradientPaint; getFractions[]; float[]; at.bestsolution.ext.swing.icon.GradientIcon; paintIcon[java.awt.Component, java.awt.Graphics, int, int]; void; null; tmp_gradient>
<org.apache.batik.ext.awt.MultipleGradientPaint; getColors[]; java.awt.Color[]; at.bestsolution.ext.swing.icon.GradientIcon; paintIcon[java.awt.Component, java.awt.Graphics, int, int]; void; null; tmp_gradient>
<org.apache.batik.ext.awt.MultipleGradientPaint; getCycleMethod[]; org.apache.batik.ext.awt.MultipleGradientPaint.CycleMethodEnum; at.bestsolution.ext.swing.icon.GradientIcon; paintIcon[java.awt.Component, java.awt.Graphics, int, int]; void; null; tmp_gradient>
<java.awt.Graphics; getColor[]; java.awt.Color; at.bestsolution.ext.swing.icon.GradientIcon; paintIcon[java.awt.Component, java.awt.Graphics, int, int]; void; null; g>
<java.awt.Graphics; setColor[java.awt.Color]; void; at.bestsolution.ext.swing.icon.GradientIcon; paintIcon[java.awt.Component, java.awt.Graphics, int, int]; void; null; g2>
<java.awt.Graphics; fillRect[int, int, int, int]; void; at.bestsolution.ext.swing.icon.GradientIcon; paintIcon[java.awt.Component, java.awt.Graphics, int, int]; void; null; g2>
<java.awt.Graphics2D; setPaint[java.awt.Paint]; void; at.bestsolution.ext.swing.icon.GradientIcon; paintIcon[java.awt.Component, java.awt.Graphics, int, int]; void; null; g2>
<java.awt.Graphics; fillRect[int, int, int, int]; void; at.bestsolution.ext.swing.icon.GradientIcon; paintIcon[java.awt.Component, java.awt.Graphics, int, int]; void; null; g2>
<java.awt.Graphics; setColor[java.awt.Color]; void; at.bestsolution.ext.swing.icon.GradientIcon; paintIcon[java.awt.Component, java.awt.Graphics, int, int]; void; null; g2>
<at.bestsolution.ext.swing.icon.GradientIcon; fireStateChanged[]; void; at.bestsolution.ext.swing.icon.GradientIcon; setGradient[org.apache.batik.ext.awt.MultipleGradientPaint]; void; null; this>
<javax.swing.event.EventListenerList; add[java.lang.Class<javax.swing.event.ChangeListener>, javax.swing.event.ChangeListener]; void; at.bestsolution.ext.swing.icon.GradientIcon; addChangeListener[javax.swing.event.ChangeListener]; void; null; listenerList>
<javax.swing.event.EventListenerList; getListenerList[]; java.lang.Object[]; at.bestsolution.ext.swing.icon.GradientIcon; fireStateChanged[]; void; null; listenerList>
<javax.swing.event.ChangeListener; stateChanged[javax.swing.event.ChangeEvent]; void; at.bestsolution.ext.swing.icon.GradientIcon; fireStateChanged[]; void; null; ((ChangeListener)listeners[i + 1])>
<java.util.EventObject; getSource[]; java.lang.Object; at.bestsolution.ext.swing.icon.GradientIcon; stateChanged[javax.swing.event.ChangeEvent]; void; null; e>
<at.bestsolution.ext.swing.icon.GradientIcon; setGradient[org.apache.batik.ext.awt.MultipleGradientPaint]; void; at.bestsolution.ext.swing.icon.GradientIcon; stateChanged[javax.swing.event.ChangeEvent]; void; null; this>
<at.bestsolution.ext.swing.dialog.JGradientChooser; getGradient[]; org.apache.batik.ext.awt.MultipleGradientPaint; at.bestsolution.ext.swing.icon.GradientIcon; stateChanged[javax.swing.event.ChangeEvent]; void; null; ((JGradientChooser)e.getSource())>
<java.util.EventObject; getSource[]; java.lang.Object; at.bestsolution.ext.swing.icon.GradientIcon; stateChanged[javax.swing.event.ChangeEvent]; void; getGradient[]; e>
<at.bestsolution.ext.swing.icon.SolidColoredIcon; setFillColor[java.awt.Color]; void; at.bestsolution.ext.swing.icon.SolidColoredIcon; SolidColoredIcon[java.awt.Color, int, int, int, int]; void; null; this>
<java.awt.Graphics; getColor[]; java.awt.Color; at.bestsolution.ext.swing.icon.SolidColoredIcon; paintIcon[java.awt.Component, java.awt.Graphics, int, int]; void; null; g>
<java.awt.Graphics; setColor[java.awt.Color]; void; at.bestsolution.ext.swing.icon.SolidColoredIcon; paintIcon[java.awt.Component, java.awt.Graphics, int, int]; void; null; g>
<java.awt.Graphics; fillRect[int, int, int, int]; void; at.bestsolution.ext.swing.icon.SolidColoredIcon; paintIcon[java.awt.Component, java.awt.Graphics, int, int]; void; null; g>
<java.awt.Graphics; setColor[java.awt.Color]; void; at.bestsolution.ext.swing.icon.SolidColoredIcon; paintIcon[java.awt.Component, java.awt.Graphics, int, int]; void; null; g>
<java.awt.Graphics; fillRect[int, int, int, int]; void; at.bestsolution.ext.swing.icon.SolidColoredIcon; paintIcon[java.awt.Component, java.awt.Graphics, int, int]; void; null; g>
<java.awt.Graphics; setColor[java.awt.Color]; void; at.bestsolution.ext.swing.icon.SolidColoredIcon; paintIcon[java.awt.Component, java.awt.Graphics, int, int]; void; null; g>
<java.awt.Graphics; fillRect[int, int, int, int]; void; at.bestsolution.ext.swing.icon.SolidColoredIcon; paintIcon[java.awt.Component, java.awt.Graphics, int, int]; void; null; g>
<java.awt.Graphics; setColor[java.awt.Color]; void; at.bestsolution.ext.swing.icon.SolidColoredIcon; paintIcon[java.awt.Component, java.awt.Graphics, int, int]; void; null; g>
<java.awt.Color; getRed[]; int; at.bestsolution.ext.swing.icon.SolidColoredIcon; setFillColor[java.awt.Color]; void; null; color>
<java.awt.Color; getGreen[]; int; at.bestsolution.ext.swing.icon.SolidColoredIcon; setFillColor[java.awt.Color]; void; null; color>
<java.awt.Color; getBlue[]; int; at.bestsolution.ext.swing.icon.SolidColoredIcon; setFillColor[java.awt.Color]; void; null; color>
<at.bestsolution.ext.swing.icon.SolidColoredIcon; fireStateChanged[]; void; at.bestsolution.ext.swing.icon.SolidColoredIcon; setFillColor[java.awt.Color]; void; null; this>
<javax.swing.event.EventListenerList; add[java.lang.Class<javax.swing.event.ChangeListener>, javax.swing.event.ChangeListener]; void; at.bestsolution.ext.swing.icon.SolidColoredIcon; addChangeListener[javax.swing.event.ChangeListener]; void; null; listenerList>
<javax.swing.event.EventListenerList; getListenerList[]; java.lang.Object[]; at.bestsolution.ext.swing.icon.SolidColoredIcon; fireStateChanged[]; void; null; listenerList>
<javax.swing.event.ChangeListener; stateChanged[javax.swing.event.ChangeEvent]; void; at.bestsolution.ext.swing.icon.SolidColoredIcon; fireStateChanged[]; void; null; ((ChangeListener)listeners[i + 1])>
<java.util.EventObject; getSource[]; java.lang.Object; at.bestsolution.ext.swing.icon.SolidColoredIcon; stateChanged[javax.swing.event.ChangeEvent]; void; null; e>
<at.bestsolution.ext.swing.icon.SolidColoredIcon; setFillColor[java.awt.Color]; void; at.bestsolution.ext.swing.icon.SolidColoredIcon; stateChanged[javax.swing.event.ChangeEvent]; void; null; this>
<at.bestsolution.ext.swing.dialog.AlphaColorChooser; getColor[]; java.awt.Color; at.bestsolution.ext.swing.icon.SolidColoredIcon; stateChanged[javax.swing.event.ChangeEvent]; void; null; ((AlphaColorChooser)e.getSource())>
<java.util.EventObject; getSource[]; java.lang.Object; at.bestsolution.ext.swing.icon.SolidColoredIcon; stateChanged[javax.swing.event.ChangeEvent]; void; getColor[]; e>
